Peak Height (a)	Peak Center (b)	Peak Sigma (c)
0.30769114490431426	814.0187045	7.3720671932614374
0.9766642984551199	900.8219369999999	7.3721205731364945
0.7553889409559514	956.7620112	0.819151257044557
0.49012153460108243	1014.6307210000001	4.914650282693931
