Peak Height (a)	Peak Center (b)	Peak Sigma (c)
0.47900665642601126	825.59	4.913326614668192
0.847542242703533	883.46	6.552517689224736
0.9219150025601638	947.12	13.105035378449424
0.8844086021505375	1014.63	50.78944365724403
0.9783666154633895	1116.86	4.917573223669679
