Wavenumber	Reflectance
1319.40	0.01690
1317.48	0.01708
1315.55	0.01730
1313.62	0.01735
1311.69	0.01735
1309.76	0.01699
1307.83	0.01683
1305.90	0.01689
1303.97	0.01696
1302.04	0.01700
1300.12	0.01693
1298.19	0.01672
1296.26	0.01640
1294.33	0.01625
1292.40	0.01632
1290.47	0.01636
1288.54	0.01616
1286.61	0.01588
1284.68	0.01587
1282.75	0.01567
1280.83	0.01556
1278.90	0.01550
1276.97	0.01525
1275.04	0.01483
1273.11	0.01487
1271.18	0.01465
1269.25	0.01452
1267.32	0.01469
1265.40	0.01489
1263.47	0.01474
1261.54	0.01441
1259.61	0.01413
1257.68	0.01400
1255.75	0.01375
1253.82	0.01365
1251.89	0.01365
1249.96	0.01351
1248.03	0.01286
1246.10	0.01254
1244.18	0.01230
1242.25	0.01181
1240.32	0.01152
1238.39	0.01159
1236.46	0.01133
1234.53	0.01099
1232.60	0.01102
1230.67	0.01077
1228.74	0.01048
1226.82	0.01042
1224.89	0.00996
1222.96	0.00918
1221.03	0.00893
1219.10	0.00934
1217.17	0.00943
1215.24	0.00903
1213.31	0.00856
1211.38	0.00855
1209.45	0.00832
1207.53	0.00827
1205.60	0.00796
1203.67	0.00752
1201.74	0.00746
1199.81	0.00772
1197.88	0.00711
1195.95	0.00677
1194.02	0.00683
1192.09	0.00694
1190.16	0.00672
1188.24	0.00617
1186.31	0.00598
1184.38	0.00604
1182.45	0.00605
1180.52	0.00595
1178.59	0.00613
1176.66	0.00612
1174.73	0.00583
1172.81	0.00574
1170.88	0.00521
1168.95	0.00468
1167.02	0.00462
1165.09	0.00468
1163.16	0.00458
1161.23	0.00462
1159.30	0.00430
1157.37	0.00411
1155.44	0.00373
1153.51	0.00381
1151.59	0.00407
1149.66	0.00414
1147.73	0.00367
1145.80	0.00347
1143.87	0.00363
1141.94	0.00340
1140.01	0.00299
1138.08	0.00296
1136.15	0.00272
1134.23	0.00237
1132.30	0.00271
1130.37	0.00289
1128.44	0.00258
1126.51	0.00257
1124.58	0.00230
1122.65	0.00215
1120.72	0.00208
1118.79	0.00195
1116.86	0.00243
1114.94	0.00296
1113.01	0.00294
1111.08	0.00287
1109.15	0.00293
1107.22	0.00337
1105.29	0.00356
1103.36	0.00422
1101.43	0.00481
1099.50	0.00573
1097.57	0.00671
1095.65	0.00744
1093.72	0.00857
1091.79	0.01011
1089.86	0.01203
1087.93	0.01473
1086.00	0.01804
1084.07	0.02166
1082.14	0.02570
1080.21	0.03120
1078.29	0.03843
1076.36	0.04742
1074.43	0.05840
1072.50	0.07086
1070.57	0.08349
1068.64	0.09405
1066.71	0.10112
1064.78	0.10569
1062.85	0.10881
1060.93	0.11057
1059.00	0.11150
1057.07	0.11232
1055.14	0.11340
1053.21	0.11418
1051.28	0.11475
1049.35	0.11504
1047.42	0.11456
1045.49	0.11368
1043.56	0.11258
1041.64	0.11193
1039.71	0.11151
1037.78	0.11092
1035.85	0.10977
1033.92	0.10849
1031.99	0.10688
1030.06	0.10502
1028.13	0.10358
1026.20	0.10197
1024.27	0.10042
1022.35	0.09883
1020.42	0.09687
1018.49	0.09474
1016.56	0.09273
1014.63	0.09045
1012.70	0.08799
1010.77	0.08584
1008.84	0.08366
1006.91	0.08173
1004.99	0.08019
1003.06	0.07892
1001.13	0.07817
999.20	0.07863
997.27	0.08029
995.34	0.08369
993.41	0.08884
991.48	0.09682
989.55	0.10853
987.63	0.12248
985.70	0.13538
983.77	0.14328
981.84	0.14502
979.91	0.14236
977.98	0.13776
976.05	0.13213
974.12	0.12743
972.19	0.12416
970.26	0.12170
968.34	0.11981
966.41	0.11862
964.48	0.11847
962.55	0.11893
960.62	0.12234
958.69	0.13460
956.76	0.15787
954.83	0.18424
952.90	0.20516
950.97	0.21894
949.05	0.22663
947.12	0.23010
945.19	0.23137
943.26	0.23085
941.33	0.22905
939.40	0.22731
937.47	0.22558
935.54	0.22297
933.61	0.21935
931.68	0.21596
929.76	0.21211
927.83	0.20853
925.90	0.20493
923.97	0.20118
922.04	0.19752
920.11	0.19358
918.18	0.18952
916.25	0.18597
914.32	0.18263
912.40	0.17940
910.47	0.17568
908.54	0.17276
906.61	0.17027
904.68	0.16725
902.75	0.16413
900.82	0.16149
898.89	0.15949
896.96	0.15707
895.04	0.15455
893.11	0.15191
891.18	0.14848
889.25	0.14549
887.32	0.14301
885.39	0.13971
883.46	0.13647
881.53	0.13317
879.60	0.12889
877.67	0.12336
875.75	0.11736
873.82	0.11087
871.89	0.10268
869.96	0.09364
868.03	0.08491
866.10	0.07727
864.17	0.07106
862.24	0.06605
860.31	0.06169
858.38	0.05788
856.46	0.05524
854.53	0.05257
852.60	0.04961
850.67	0.04662
848.74	0.04448
846.81	0.04274
844.88	0.04230
842.95	0.04371
841.02	0.04600
839.10	0.04829
837.17	0.04883
835.24	0.04740
833.31	0.04579
831.38	0.04390
829.45	0.04196
827.52	0.03997
825.59	0.03858
823.66	0.03771
821.73	0.03679
819.81	0.03547
817.88	0.03397
815.95	0.03255
814.02	0.03169
812.09	0.03104
810.16	0.03039
808.23	0.02937
806.30	0.02866
804.37	0.02804
802.45	0.02746
800.52	0.02680
798.59	0.02634
796.66	0.02583
794.73	0.02500
792.80	0.02434
790.87	0.02375
788.94	0.02316
787.01	0.02300
785.08	0.02250
783.16	0.02195
781.23	0.02155
779.30	0.02119
777.37	0.02071
775.44	0.02011
773.51	0.01928
771.58	0.01891
769.65	0.01837
767.72	0.01822
765.79	0.01822
763.87	0.01790
761.94	0.01759
760.01	0.01728
758.08	0.01699
756.15	0.01672
754.22	0.01644
752.29	0.01619
750.36	0.01593
748.43	0.01567
746.51	0.01540
744.58	0.01514
742.65	0.01487
740.72	0.01463
738.79	0.01438
736.86	0.01412
734.93	0.01385
733.00	0.01358
731.07	0.01332
729.14	0.01305
727.22	0.01279
725.29	0.01252
723.36	0.01225
721.43	0.01198
719.50	0.01171
717.57	0.01144
715.64	0.01118
713.71	0.01093
711.78	0.01068
709.86	0.01043
707.93	0.01017
706.00	0.00992
704.07	0.00967
702.14	0.00944
700.21	0.00920
698.28	0.00895
696.35	0.00873
694.42	0.00853
692.49	0.00831
690.57	0.00808
688.64	0.00787
686.71	0.00767
684.78	0.00754
682.85	0.00743
680.92	0.00721
678.99	0.00698
677.06	0.00681
675.13	0.00663
673.21	0.00653
671.28	0.00654
669.35	0.00658
667.42	0.00658
665.49	0.00663
663.56	0.00691
661.63	0.00733
659.70	0.00789
657.77	0.00869
655.84	0.00975
653.92	0.01106
651.99	0.01262
650.06	0.01443
648.13	0.01648
646.20	0.01868
644.27	0.02109
642.34	0.02346
640.41	0.02566
638.48	0.02763
636.55	0.02933
634.63	0.03065
632.70	0.03162
630.77	0.03233
628.84	0.03299
626.91	0.03362
624.98	0.03401
623.05	0.03404
621.12	0.03371
619.19	0.03302
617.27	0.03217
615.34	0.03118
613.41	0.02999
611.48	0.02879
609.55	0.02756
607.62	0.02616
605.69	0.02477
603.76	0.02341
601.83	0.02195
599.90	0.02046
597.98	0.01910
596.05	0.01783
594.12	0.01672
592.19	0.01600
590.26	0.01572
588.33	0.01587
586.40	0.01652
584.47	0.01764
582.54	0.01929
580.62	0.02152
578.69	0.02423
576.76	0.02739
574.83	0.03100
572.90	0.03506
570.97	0.03947
569.04	0.04405
567.11	0.04871
565.18	0.05312
563.25	0.05692
561.33	0.06009
559.40	0.06284
557.47	0.06515
555.54	0.06726
553.61	0.06954
551.68	0.07234
549.75	0.07536
547.82	0.07783
545.89	0.07902
543.96	0.07898
542.04	0.07839
540.11	0.07802
538.18	0.07855
536.25	0.08054
534.32	0.08431
532.39	0.08928
530.46	0.09401
528.53	0.09718
526.60	0.09793
524.68	0.09641
522.75	0.09365
520.82	0.09046
518.89	0.08719
516.96	0.08400
515.03	0.08087
513.10	0.07776
511.17	0.07488
509.24	0.07286
507.32	0.07212
505.39	0.07236
503.46	0.07208
501.53	0.06993
499.60	0.06566
497.67	0.06016
495.74	0.05428
493.81	0.04854
491.88	0.04314
489.95	0.03819
488.03	0.03385
486.10	0.03028
484.17	0.02787
482.24	0.02710
480.31	0.02821
478.38	0.03080
476.45	0.03407
474.52	0.03717
472.59	0.03992
470.66	0.04203
468.74	0.04308
466.81	0.04277
464.88	0.04135
462.95	0.03937
461.02	0.03766
459.09	0.03715
457.16	0.03871
455.23	0.04252
453.30	0.04810
451.38	0.05496
449.45	0.06262
447.52	0.07005
445.59	0.07592
443.66	0.07967
441.73	0.08187
439.80	0.08351
437.87	0.08556
435.94	0.08935
434.01	0.09562
432.09	0.10351
430.16	0.11145
428.23	0.11823
426.30	0.12342
424.37	0.12706
422.44	0.12947
420.51	0.13087
418.58	0.13150
416.65	0.13107
414.73	0.12875
412.80	0.12389
410.87	0.11665
408.94	0.10809
407.01	0.09987
405.08	0.09332
403.15	0.08884
401.22	0.08631
399.29	0.08515
397.36	0.08403
395.44	0.08162
393.51	0.07778
391.58	0.07284
389.65	0.06743
387.72	0.06203
385.79	0.05750
383.86	0.05457
381.93	0.05383
380.00	0.05460
378.07	0.05568
376.15	0.05587
374.22	0.05563
372.29	0.05592
370.36	0.05738
368.43	0.06003
366.50	0.06305
364.57	0.06567
362.64	0.06761
360.71	0.06877
358.79	0.06925
356.86	0.06909
354.93	0.06833
353.00	0.06704
351.07	0.06544
349.14	0.06359
347.21	0.06167
345.28	0.05970
343.35	0.05781
341.42	0.05587
339.50	0.05402
337.57	0.05208
335.64	0.05016
333.71	0.04820
331.78	0.04639
329.85	0.04452
327.92	0.04265
325.99	0.04082
324.06	0.03914
322.14	0.03747
320.21	0.03600
318.28	0.03465
316.35	0.03363
314.42	0.03305
312.49	0.03287
310.56	0.03317
308.63	0.03442
306.70	0.03689
304.77	0.04061
302.85	0.04606
300.92	0.05183
298.99	0.05629
297.06	0.05986
295.13	0.06252
293.20	0.06450
291.27	0.06570
289.34	0.06612
287.41	0.06562
285.49	0.06425
283.56	0.06235
281.63	0.06033
279.70	0.05850
277.77	0.05682
275.84	0.05552
273.91	0.05460
271.98	0.05376
270.05	0.05297
268.12	0.05217
266.20	0.05110
264.27	0.05002
262.34	0.04902
260.41	0.04817
258.48	0.04735
256.55	0.04668
254.62	0.04591
252.69	0.04520
250.76	0.04458
248.83	0.04401
246.91	0.04337
244.98	0.04274
243.05	0.04222
241.12	0.04172
239.19	0.04120
237.26	0.04070
235.33	0.04034
233.40	0.03991
231.47	0.03950
229.55	0.03907
227.62	0.03859
225.69	0.03814
223.76	0.03785
221.83	0.03745
219.90	0.03711
217.97	0.03678
216.04	0.03638
214.11	0.03600
212.18	0.03568
210.26	0.03554
208.33	0.03522
206.40	0.03484
204.47	0.03457
202.54	0.03406
200.61	0.03357
198.68	0.03336
196.75	0.03317
194.82	0.03297
192.90	0.03282
190.97	0.03274
189.04	0.03261
187.11	0.03246
185.18	0.03231
183.25	0.03190
181.32	0.03154
179.39	0.03129
177.46	0.03115
175.53	0.03095
173.61	0.03067
171.68	0.03046
169.75	0.03023
167.82	0.02995
165.89	0.02985
163.96	0.02950
162.03	0.02934
160.10	0.02950
158.17	0.02943
156.24	0.02902
154.32	0.02876
152.39	0.02879
150.46	0.02893
148.53	0.02856
146.60	0.02879
144.67	0.02925
142.74	0.02902
140.81	0.02894
138.89	0.02900
136.96	0.02894
135.03	0.02981
133.10	0.03064
131.17	0.03051
129.24	0.03073
127.31	0.03166
125.38	0.03176
123.45	0.03146
121.52	0.03239
119.59	0.03377
117.67	0.03403
115.74	0.03441
113.81	0.03527
111.88	0.03524
109.95	0.03533
108.02	0.03615
106.09	0.03602
104.16	0.03587
102.23	0.03627
100.31	0.03671
98.38	0.03665
96.45	0.03684
94.52	0.03841
92.59	0.03920
90.66	0.03814
88.73	0.03859
86.80	0.03877
84.87	0.03808
82.94	0.03934
81.02	0.03905
79.09	0.03764
77.16	0.03813
75.23	0.03662
73.30	0.03454
	
	
	
	
	
	
	
	
	
	
	
	
	
	
