8.6304001E+01 2.4050999E-02
8.6786003E+01 2.3828000E-02
8.7267998E+01 2.3317000E-02
8.7750000E+01 2.4076000E-02
8.8233002E+01 2.3539999E-02
8.8714996E+01 2.2266001E-02
8.9196999E+01 2.1658000E-02
8.9679001E+01 2.1972001E-02
9.0161003E+01 2.2640999E-02
9.0642998E+01 2.1837000E-02
9.1125999E+01 2.1063000E-02
9.1608002E+01 2.1240000E-02
9.2089996E+01 2.2398001E-02
9.2571999E+01 2.2791000E-02
9.3054001E+01 2.1340000E-02
9.3536003E+01 2.0156000E-02
9.4017998E+01 1.9516001E-02
9.4500999E+01 1.9262001E-02
9.4983002E+01 1.9548999E-02
9.5464996E+01 2.0910000E-02
9.5946999E+01 2.1806000E-02
9.6429001E+01 2.0353001E-02
9.6911003E+01 1.8402999E-02
9.7392998E+01 1.8415000E-02
9.7875999E+01 1.9712999E-02
9.8358002E+01 1.9687001E-02
9.8839996E+01 1.9650999E-02
9.9321999E+01 1.9739000E-02
9.9804001E+01 1.8501000E-02
1.0029000E+02 1.8828999E-02
1.0077000E+02 1.9889001E-02
1.0125000E+02 2.0393001E-02
1.0173000E+02 2.2081001E-02
1.0221000E+02 2.2549000E-02
1.0270000E+02 2.1730000E-02
1.0318000E+02 2.1648001E-02
1.0366000E+02 2.1747001E-02
1.0414000E+02 2.2297001E-02
1.0463000E+02 2.3309000E-02
1.0511000E+02 2.3871999E-02
1.0559000E+02 2.4293000E-02
1.0607000E+02 2.4907000E-02
1.0655000E+02 2.5124000E-02
1.0704000E+02 2.4902999E-02
1.0752000E+02 2.4394000E-02
1.0800000E+02 2.3955001E-02
1.0848000E+02 2.3796000E-02
1.0896000E+02 2.3278000E-02
1.0945000E+02 2.3189999E-02
1.0993000E+02 2.4217000E-02
1.1041000E+02 2.5067000E-02
1.1089000E+02 2.4646999E-02
1.1138000E+02 2.3289001E-02
1.1186000E+02 2.2802001E-02
1.1234000E+02 2.2467000E-02
1.1282000E+02 2.1291001E-02
1.1330000E+02 2.1385999E-02
1.1379000E+02 2.1630000E-02
1.1427000E+02 2.1005001E-02
1.1475000E+02 2.0835999E-02
1.1523000E+02 2.0691000E-02
1.1571000E+02 2.0726001E-02
1.1620000E+02 2.0414000E-02
1.1668000E+02 1.9768000E-02
1.1716000E+02 1.9717000E-02
1.1764000E+02 2.0206001E-02
1.1813000E+02 2.0307001E-02
1.1861000E+02 2.0027000E-02
1.1909000E+02 2.0448999E-02
1.1957000E+02 2.0366000E-02
1.2005000E+02 2.0028001E-02
1.2054000E+02 1.9402999E-02
1.2102000E+02 1.8321000E-02
1.2150000E+02 1.9148000E-02
1.2198000E+02 2.0816000E-02
1.2246000E+02 2.1387000E-02
1.2295000E+02 2.1150000E-02
1.2343000E+02 2.0411000E-02
1.2391000E+02 2.0145001E-02
1.2439000E+02 2.0134000E-02
1.2488000E+02 1.9803001E-02
1.2536000E+02 1.9207001E-02
1.2584000E+02 1.7901000E-02
1.2632000E+02 1.7473999E-02
1.2680000E+02 1.8878000E-02
1.2729000E+02 1.9301999E-02
1.2777000E+02 1.8873001E-02
1.2825000E+02 1.9443000E-02
1.2873000E+02 1.9601000E-02
1.2922000E+02 1.8842001E-02
1.2970000E+02 1.8564999E-02
1.3017999E+02 1.8626999E-02
1.3066000E+02 1.8549999E-02
1.3114000E+02 1.9373000E-02
1.3163000E+02 2.0253999E-02
1.3211000E+02 2.0051001E-02
1.3259000E+02 1.9867999E-02
1.3307001E+02 1.9756000E-02
1.3355000E+02 1.9785000E-02
1.3403999E+02 1.9998999E-02
1.3452000E+02 2.0430000E-02
1.3500000E+02 2.1196000E-02
1.3548000E+02 2.1491000E-02
1.3597000E+02 2.1636000E-02
1.3645000E+02 2.1814000E-02
1.3692999E+02 2.2977000E-02
1.3741000E+02 2.5048999E-02
1.3789000E+02 2.5800001E-02
1.3838000E+02 2.5893999E-02
1.3886000E+02 2.6174000E-02
1.3934000E+02 2.6060000E-02
1.3982001E+02 2.5491999E-02
1.4030000E+02 2.5032001E-02
1.4078999E+02 2.4488000E-02
1.4127000E+02 2.3210000E-02
1.4175000E+02 2.2363000E-02
1.4223000E+02 2.2066001E-02
1.4272000E+02 2.1702999E-02
1.4320000E+02 2.1495000E-02
1.4367999E+02 2.1280000E-02
1.4416000E+02 2.0993000E-02
1.4464000E+02 2.0887000E-02
1.4513000E+02 2.0798000E-02
1.4561000E+02 2.0732000E-02
1.4609000E+02 2.0767000E-02
1.4657001E+02 2.0517999E-02
1.4705000E+02 2.0408001E-02
1.4753999E+02 2.0801000E-02
1.4802000E+02 2.1215999E-02
1.4850000E+02 2.0978000E-02
1.4898000E+02 2.0529000E-02
1.4947000E+02 2.0429000E-02
1.4995000E+02 2.0179000E-02
1.5042999E+02 2.0003000E-02
1.5091000E+02 1.9866001E-02
1.5139000E+02 1.9850999E-02
1.5188000E+02 2.0156000E-02
1.5236000E+02 2.0338999E-02
1.5284000E+02 2.0191001E-02
1.5332001E+02 1.9913999E-02
1.5380000E+02 2.0016000E-02
1.5428999E+02 2.0192999E-02
1.5477000E+02 2.0305000E-02
1.5525000E+02 2.0229001E-02
