225.634003	0.950811
227.563004	0.965055
229.490997	0.964874
231.419998	0.953559
233.348007	0.963019
235.276993	0.955870
237.205002	0.921551
239.134003	0.935679
241.061996	0.958285
242.990997	0.939653
244.919006	0.927826
246.848007	0.952182
248.776001	0.951069
250.705002	0.929686
252.632996	0.937585
254.561996	0.951310
256.489990	0.938226
258.419006	0.935212
260.346985	0.937020
262.276001	0.934564
264.204010	0.927051
266.132996	0.929744
268.061005	0.927879
269.989990	0.923474
271.917999	0.923525
273.846985	0.931033
275.774994	0.938947
277.704010	0.944277
279.631989	0.931719
281.561005	0.923491
283.489014	0.918947
285.417999	0.925307
287.346008	0.936638
289.274994	0.930538
291.203003	0.919493
293.131989	0.921828
295.059998	0.920036
296.989014	0.914806
298.916992	0.911533
300.846008	0.918881
302.773987	0.925144
304.703003	0.912295
306.631012	0.904737
308.559998	0.896173
310.488007	0.889840
312.416992	0.890055
314.345001	0.890419
316.273987	0.880872
318.201996	0.882324
320.131012	0.888431
322.058990	0.888645
323.988007	0.881117
325.915985	0.876131
327.845001	0.884875
329.773010	0.879427
331.701996	0.875155
333.630005	0.874914
335.558990	0.872772
337.487000	0.876847
339.415985	0.881097
341.343994	0.880269
343.273010	0.884735
345.200989	0.892778
347.130005	0.895858
349.058014	0.905294
350.987000	0.910458
352.915009	0.911979
354.843994	0.916204
356.772003	0.921510
358.700989	0.920984
360.628998	0.925803
362.558014	0.930662
364.485992	0.932223
366.415009	0.929272
368.342987	0.923528
370.272003	0.923196
372.200012	0.918867
374.128998	0.913547
376.057007	0.912537
377.985992	0.905971
379.914001	0.900197
381.842987	0.896309
383.770996	0.892995
385.700012	0.896143
387.627991	0.904203
389.557007	0.909891
391.484985	0.912098
393.414001	0.918563
395.342010	0.925847
397.270996	0.930757
399.199005	0.935157
401.127991	0.939634
403.056000	0.947684
404.984985	0.954755
406.912994	0.956913
408.842010	0.959006
410.769989	0.961475
412.699005	0.963208
414.627014	0.963343
416.556000	0.961396
