Wavenumber	Reflectance									
1764.993763	0.30736									
1763.064791	0.30629									
1761.135904	0.30609									
1759.206933	0.30669									
1757.277642	0.30609									
1755.348604	0.30616									
1753.419677	0.30509									
1751.490751	0.30302									
1749.56184	0.30262									
1747.632775	0.30269									
1745.703906	0.30235									
1743.774972	0.30129									
1741.846777	0.29962									
1739.917816	0.29768									
1737.988924	0.29715									
1736.059873	0.29401									
1734.13095	0.29034									
1732.201988	0.29108									
1730.273032	0.29061									
1728.344095	0.28914									
1726.414655	0.28727									
1724.485653	0.28480									
1722.556713	0.28227									
1720.62785	0.27893									
1718.698812	0.27379									
1716.76988	0.27106									
1714.840921	0.27066									
1712.911949	0.26999									
1710.982687	0.26852									
1709.053764	0.26652									
1707.124697	0.26405									
1705.195851	0.26205									
1703.266775	0.26045									
1701.337949	0.25584									
1699.408923	0.25451									
1697.480003	0.25417									
1695.551747	0.25217									
1693.622819	0.25251									
1691.693896	0.25064									
1689.76488	0.24757									
1687.835927	0.24403									
1685.907024	0.23836									
1683.978045	0.23349									
1682.049033	0.23255									
1680.119608	0.22988									
1678.19069	0.22601									
1676.261785	0.22061									
1674.332739	0.21687									
1672.403764	0.21374									
1670.47482	0.20933									
1668.545922	0.20626									
1666.617001	0.20453									
1664.688545	0.20146									
1662.75968	0.19852									
1660.830674	0.19719									
1658.90168	0.19612									
1656.972714	0.19405									
1655.043791	0.19011									
1653.114926	0.18704									
1651.185864	0.18951									
1649.256755	0.18971									
1647.327753	0.18738									
1645.398872	0.18684									
1643.469857	0.18718									
1641.540859	0.18604									
1639.611895	0.18451									
1637.683007	0.18197									
1635.75405	0.17997									
1633.82464	0.18104									
1631.895755	0.18204									
1629.966823	0.18164									
1628.037807	0.18144									
1626.108909	0.18164									
1624.179933	0.18124									
1622.251002	0.18157									
1620.322027	0.18224									
1618.393626	0.18117									
1616.464689	0.18037									
1614.535782	0.18151									
1612.606844	0.18171									
1610.677841	0.18111									
1608.748865	0.18064									
1606.819961	0.18010									
1604.891014	0.17944									
1602.96176	0.17870									
1601.032884	0.17804									
1599.103888	0.17723									
1597.174917	0.17630									
1595.245988	0.17537									
1593.316966	0.17463									
1591.388044	0.17390									
1589.459064	0.17323									
1587.529713	0.17283									
1585.600741	0.17243									
1583.671761	0.17203									
1581.742841	0.17163									
1579.813846	0.17103									
1577.88492	0.16929									
1575.955955	0.16809									
1574.026968	0.16896									
1572.098595	0.16829									
1570.169616	0.16622									
1568.240717	0.16549									
1566.311717	0.16476									
1564.382808	0.16322									
1562.453883	0.16115									
1560.524936	0.15695									
1558.595985	0.15455									
1556.666732	0.15521									
1554.737729	0.15448									
1552.808823	0.15335									
1550.879863	0.15181									
1548.950987	0.15014									
1547.021997	0.14841									
1545.09303	0.14594									
1543.164106	0.14347									
1541.23467	0.14060									
1539.305646	0.13973									
1537.376695	0.14067									
1535.447738	0.13987									
1533.518819	0.13813									
1531.58979	0.13793									
1529.660835	0.13753									
1527.731925	0.13653									
1525.803682	0.13540									
1523.874751	0.13439									
1521.945827	0.13293									
1520.016813	0.13293									
1518.087865	0.13286									
1516.15898	0.13239									
1514.229946	0.13206									
1512.301034	0.13106									
1510.371806	0.12966									
1508.44283	0.12725									
1506.513895	0.12525									
1504.584929	0.12559									
1502.656042	0.12565									
1500.72705	0.12452									
1498.798084	0.12292									
1496.869141	0.12192									
1494.939749	0.12192									
1493.010732	0.12172									
1491.081817	0.12085									
1489.152803	0.12071									
1487.223928	0.12125									
1485.294883	0.12192									
1483.365994	0.12232									
1481.436994	0.12245									
1479.508628	0.12258									
1477.579752	0.12245									
1475.650715	0.12192									
1473.721823	0.12138									
1471.792833	0.12158									
1469.863917	0.12252									
1467.934921	0.12245									
1466.005953	0.12172									
1464.076625	0.12138									
1462.147687	0.12158									
1460.21875	0.12078									
1458.289812	0.11911									
1456.360811	0.11891									
1454.431871	0.12025									
1452.502887	0.12051									
1450.574004	0.12045									
1448.645747	0.12011									
1446.716812	0.12025									
1444.78783	0.12045									
1442.858906	0.12038									
1440.929893	0.12011									
1439.000999	0.11945									
1437.072038	0.11851									
1435.143051	0.11891									
1433.213628	0.11925									
1431.284715	0.11918									
1429.355716	0.11925									
1427.426775	0.11965									
1425.497791	0.11945									
1423.568885	0.11945									
1421.639898	0.11931									
1419.710952	0.11885									
1417.781665	0.11965									
1415.852642	0.12071									
1413.923704	0.12125									
1411.994791	0.12178									
1410.065845	0.12225									
1408.136848	0.12265									
1406.207842	0.12278									
1404.278947	0.12285									
1402.350834	0.12292									
1400.421829	0.12285									
1398.492903	0.12318									
1396.563997	0.12378									
1394.635018	0.12458									
1392.706083	0.12625									
1390.777139	0.12752									
1388.848188	0.12819									
1386.918694	0.12912									
1384.98972	0.13046									
1383.060824	0.13126									
1381.13182	0.13193									
1379.202843	0.13253									
1377.273917	0.13306									
1375.344969	0.13319									
1373.416003	0.13379									
1371.486722	0.13453									
1369.557734	0.13519									
1367.628739	0.13586									
1365.699837	0.13640									
1363.770862	0.13666									
1361.841933	0.13713									
1359.912978	0.13786									
1357.984039	0.13813									
1356.055821	0.13806									
1354.126781	0.13800									
1352.197919	0.13760									
1350.268965	0.13700									
1348.339943	0.13640									
1346.411005	0.13573									
1344.482047	0.13493									
1342.553111	0.13386									
1340.623609	0.13246									
1338.694699	0.13139									
1336.765702	0.13059									
1334.836822	0.12966									
1332.907834	0.12846									
1330.97892	0.12725									
1329.049929	0.12599									
1327.120974	0.12465									
1325.191674	0.12325									
1323.262704	0.12198									
1321.333773	0.12058									
1319.404816	0.11925									
1317.47586	0.11811									
1315.546911	0.11698									
1313.617925	0.11584									
1311.688927	0.11464									
1309.760766	0.11364									
1307.831816	0.11271									
1305.902844	0.11164									
1303.973892	0.11044									
1302.044882	0.10910									
1300.115926	0.10770									
1298.186981	0.10623									
1296.258054	0.10483									
1294.328703	0.10350									
1292.399742	0.10210									
1290.470827	0.10056									
1288.541866	0.09896									
1286.612902	0.09723									
1284.683945	0.09576									
1282.754972	0.09416									
1280.826073	0.09249									
1278.897668	0.09102									
1276.96875	0.08969									
1275.039773	0.08842									
1273.110877	0.08715									
1271.181878	0.08568									
1269.252949	0.08421									
1267.32397	0.08288									
1265.395049	0.08168									
1263.465829	0.08041									
1261.536849	0.07921									
1259.607943	0.07774									
1257.678963	0.07641									
1255.750017	0.07500									
1253.821051	0.07367									
1251.89211	0.07207									
1249.963189	0.07053									
1248.033754	0.06900									
1246.104801	0.06746									
1244.175733	0.06580									
1242.246889	0.06439									
1240.317846	0.06326									
1238.388958	0.06213									
1236.459914	0.06086									
1234.531063	0.05972									
1232.602722	0.05852									
1230.673746	0.05752									
1228.744758	0.05645									
1226.815774	0.05519									
1224.886819	0.05378									
1222.957939	0.05245									
1221.028862	0.05132									
1219.099916	0.05011									
1217.170833	0.04865									
1215.241791	0.04731									
1213.312818	0.04604									
1211.383942	0.04471									
1209.454914	0.04317									
1207.526027	0.04211									
1205.597062	0.04111									
1203.668019	0.04017									
1201.738671	0.03904									
1199.809739	0.03824									
1197.88069	0.03750									
1195.951827	0.03690									
1194.022779	0.03617									
1192.093848	0.03550									
1190.16492	0.03497									
1188.235899	0.03457									
1186.307759	0.03403									
1184.378769	0.03377									
1182.449764	0.03363									
1180.520942	0.03363									
1178.591887	0.03370									
1176.662938	0.03397									
1174.733972	0.03437									
1172.805021	0.03510									
1170.875731	0.03590									
1168.946779	0.03717									
1167.017799	0.03850									
1165.088849	0.04004									
1163.159933	0.04164									
1161.230962	0.04404									
1159.301981	0.04738									
1157.372994	0.05192									
1155.443675	0.05745									
1153.514816	0.06353									
1151.585808	0.06993									
1149.656818	0.07661									
1147.727864	0.08328									
1145.798992	0.09009									
1143.869984	0.09723									
1141.94098	0.10470									
1140.012648	0.11211									
1138.083785	0.11938									
1136.15479	0.12632									
1134.225814	0.13266									
1132.296902	0.13786									
1130.367959	0.14207									
1128.439019	0.14547									
1126.509989	0.14834									
1124.580676	0.15081									
1122.651709	0.15281									
1120.722753	0.15421									
1118.793856	0.15475									
1116.864914	0.15461									
1114.935874	0.15361									
1113.00697	0.15181									
1111.078026	0.14994									
1109.148719	0.14774									
1107.219665	0.14547									
1105.290797	0.14334									
1103.361772	0.14147									
1101.432882	0.13980									
1099.503917	0.13833									
1097.574927	0.13726									
1095.646055	0.13633									
1093.71767	0.13519									
1091.788672	0.13406									
1089.859778	0.13299									
1087.930811	0.13206									
1086.001796	0.13099									
1084.072888	0.12966									
1082.143887	0.12852									
1080.214959	0.12772									
1078.285687	0.12685									
1076.356655	0.12585									
1074.427702	0.12452									
1072.498726	0.12292									
1070.569787	0.12085									
1068.640911	0.11871									
1066.711918	0.11644									
1064.782949	0.11377									
1062.854708	0.11037									
1060.925808	0.10617									
1058.996841	0.10183									
1057.067848	0.09763									
1055.138967	0.09309									
1053.209913	0.08862									
1051.281048	0.08448									
1049.3521	0.08094									
1047.42268	0.07781									
1045.493784	0.07487									
1043.564802	0.07240									
1041.635895	0.07067									
1039.706884	0.06913									
1037.777918	0.06806									
1035.849036	0.06733									
1033.920074	0.06680									
1031.990775	0.06626									
1030.061776	0.06560									
1028.132808	0.06540									
1026.203838	0.06566									
1024.274874	0.06586									
1022.345978	0.06586									
1020.416983	0.06593									
1018.488033	0.06626									
1016.559655	0.06666									
1014.630721	0.06660									
1012.701751	0.06646									
1010.772796	0.06666									
1008.843899	0.06653									
1006.914897	0.06626									
1004.985936	0.06593									
1003.056977	0.06580									
1001.12765	0.06560									
999.1987425	0.06513									
997.2697745	0.06453									
995.3408097	0.06413									
993.4117923	0.06353									
991.4829631	0.06286									
989.5539714	0.06246									
987.625058	0.06273									
985.6956828	0.06386									
983.7667662	0.06626									
981.8377686	0.07067									
979.9088312	0.07621									
977.9798067	0.08188									
976.0509311	0.08848									
974.1218681	0.09562									
972.1930429	0.10250									
970.2646863	0.10890									
968.3357127	0.11511									
966.4067355	0.12091									
964.4778934	0.12559									
962.5488602	0.12919									
960.6198688	0.13166									
958.690965	0.13279									
956.7620112	0.13346									
954.8326899	0.13426									
952.9036881	0.13553									
950.9747777	0.13720									
949.0458246	0.13913									
947.1168768	0.14107									
945.1879818	0.14240									
943.2590089	0.14294									
941.330007	0.14274									
939.40076	0.14193									
937.4717587	0.14067									
935.542786	0.13900									
933.6138905	0.13773									
931.6848598	0.13733									
929.7559177	0.13793									
927.8269402	0.13907									
925.8980633	0.14073									
923.9697622	0.14267									
922.0407195	0.14474									
920.1118414	0.14580									
918.182839	0.14614									
916.2539324	0.14614									
914.3249205	0.14540									
912.395939	0.14440									
910.4670386	0.14347									
908.5376922	0.14233									
906.6087791	0.14120									
904.6797728	0.14027									
902.7508896	0.13947									
900.821937	0.13873									
898.8929684	0.13820									
896.9639564	0.13746									
895.0350348	0.13700									
893.1066545	0.13706									
891.1776708	0.13713									
889.2487777	0.13706									
887.319792	0.13713									
885.3908474	0.13740									
883.4619197	0.13786									
881.5329859	0.13813									
879.6040234	0.13800									
877.6746257	0.13733									
875.7457742	0.13686									
873.8167538	0.13660									
871.8878508	0.13640									
869.958817	0.13626									
868.0299366	0.13586									
866.1008891	0.13493									
864.1719578	0.13353									
862.2426777	0.13219									
860.3137031	0.13079									
858.3847928	0.12846									
856.4558572	0.12599									
854.5268818	0.12358									
852.5979256	0.12078									
850.6689746	0.11744									
848.7400157	0.11411									
846.8116103	0.11091									
844.8827396	0.10864									
842.9536827	0.10703									
841.0247853	0.10563									
839.0958239	0.10397									
837.1668599	0.10303									
835.2379543	0.10256									
833.308959	0.10183									
831.3797295	0.10110									
829.4507435	0.10056									
827.5217858	0.09976									
825.59285	0.09943									
823.6638628	0.09943									
821.7349553	0.09969									
819.8059208	0.09996									
817.8770252	0.10043									
815.9476645	0.10070									
814.0187045	0.10096									
812.0897424	0.10123									
810.1608429	0.10170									
808.231874	0.10176									
806.302902	0.10143									
804.373928	0.10090									
802.4450179	0.10056									
800.5167496	0.09983									
798.5877774	0.09949									
796.6588129	0.09916									
794.7298602	0.09856									
792.8009236	0.09749									
790.8719458	0.09656									
788.9429955	0.09622									
787.0140169	0.09589									
785.0847095	0.09516									
783.1557606	0.09436									
781.2268073	0.09342									
779.2978589	0.09315									
777.3688645	0.09349									
775.4399556	0.09409									
773.5110222	0.09469									
771.5820766	0.09502									
769.6526573	0.09509									
767.7237276	0.09509									
765.7947073	0.09509									
763.8657873	0.09502									
761.9368068	0.09496									
760.0078402	0.09509									
758.0789612	0.09496									
756.1499566	0.09476									
754.2216994	0.09456									
752.2927249	0.09442									
750.3637951	0.09436									
748.434817	0.09469									
746.5058673	0.09529									
744.5769113	0.09569									
742.6479708	0.09582									
740.7189581	0.09582									
738.7897339	0.09522									
736.8607595	0.09482									
734.9317855	0.09456									
733.0028907	0.09409									
731.0738861	0.09309									
729.1449594	0.09175									
727.215978	0.09002									
725.2870759	0.08782									
723.3576526	0.08508									
721.4287348	0.08241									
719.499775	0.07934									
717.5708047	0.07641									
715.6418556	0.07327									
713.7129087	0.07027									
711.7838956	0.06880									
709.8550022	0.06806									
707.9267621	0.06653									
705.9978043	0.06486									
704.0688703	0.06213									
702.1398977	0.05872									
700.2109245	0.05592									
698.2819889	0.05398									
696.353032	0.05232									
694.424094	0.05025									
692.4947831	0.04858									
690.5657667	0.04724									
688.6368447	0.04558									
686.7078696	0.04398									
684.7789325	0.04224									
682.849937	0.04064									
680.9210219	0.03877									
678.9920472	0.03737									
677.0636562	0.03657									
675.1347012	0.03683									
673.2057384	0.03690									
671.2768168	0.03717									
669.3478062	0.03697									
667.4188923	0.03637									
665.4899031	0.03583									
663.5609801	0.03557									
661.6316498	0.03530									
659.7027129	0.03457									
657.7737411	0.03290									
655.8447904	0.03110									
653.9158311	0.02963									
651.9868779	0.02889									
650.0579039	0.02816									
648.1289683	0.02749									
646.1997124	0.02789									
644.2707834	0.02983									
642.3417829	0.03210									
640.4128562	0.03503									
638.4838613	0.03770									
636.5549443	0.03950									
634.625967	0.03990									
632.6970363	0.03944									
630.7686951	0.03897									
628.8396952	0.03870									
626.9107456	0.03844									
624.9818365	0.03757									
623.052843	0.03617									
621.1238764	0.03530									
619.1949314	0.03470									
617.2659661	0.03477									
615.3367138	0.03423									
613.4077438	0.03336									
611.4788273	0.03283									
609.5498913	0.03296									
607.6209029	0.03310									
605.6919783	0.03330									
603.7630134	0.03363									
601.8340169	0.03443									
599.9047471	0.03530									
597.9757921	0.03710									
596.046803	0.03930									
594.1179001	0.04291									
592.1889215	0.04704									
590.2599204	0.05198									
588.331019	0.05779									
586.4020633	0.06479									
584.4737244	0.07260									
582.5447571	0.08061									
580.6158046	0.08989									
578.6868253	0.09896									
576.7578469	0.10744									
574.8288979	0.11704									
572.8999422	0.12585									
570.970979	0.13353									
569.0417178	0.14107									
567.112714	0.14907									
565.1838071	0.15628									
563.2548107	0.16209									
561.3258607	0.16676									
559.3969343	0.17123									
557.4679494	0.17477									
555.5390128	0.17723									
553.6096484	0.17824									
551.6807035	0.17930									
549.7517953	0.18057									
547.8227934	0.18152									
545.8938709	0.18067									
543.9649025	0.18003									
542.0359445	0.17953									
540.106966	0.17771									
538.1786635	0.17629									
536.2497023	0.17532									
534.3207295	0.17515									
532.3918091	0.17565									
530.4628644	0.17397									
528.5338793	0.17134									
526.6048956	0.16881									
524.6759562	0.16854									
522.7466678	0.16787									
520.8177359	0.16605									
518.8887976	0.16430									
516.9598234	0.16315									
515.0308934	0.16069									
513.1019295	0.15873									
511.1729892	0.15607									
509.2440267	0.15270									
507.3156438	0.15071									
505.3867404	0.14933									
503.4577985	0.14667									
501.5288103	0.14404									
499.5998705	0.14161									
497.670925	0.13855									
495.7419485	0.13599									
493.8129679	0.13390									
491.8836976	0.13353									
489.9547277	0.13386									
488.0257275	0.13326									
486.0967814	0.13390									
484.1678563	0.13818									
482.2389002	0.14202									
480.3099575	0.14536									
478.3809827	0.14849									
476.4516852	0.14987									
474.5227096	0.14997									
472.5937899	0.14903									
470.6648263	0.14876									
468.7358574	0.14613									
466.8069453	0.14320									
464.8779372	0.14269									
462.9490102	0.14212									
461.0206998	0.14064									
459.0917357	0.13831									
457.1627947	0.13484									
455.2338095	0.13164									
453.3048622	0.12995									
451.375893	0.12952									
449.4469488	0.12712									
447.5179981	0.12284									
445.5886964	0.11920									
443.6597189	0.11708									
441.7307647	0.11455									
439.8018183	0.11132									
437.8728679	0.10754									
435.9439254	0.10434									
434.0149683	0.10067									
432.0859976	0.09693									
430.156685	0.09494									
428.2277452	0.09386									
426.2987629	0.09116									
424.3698278	0.08783									
422.4408523	0.08527									
420.5118975	0.08274									
418.5829569	0.07950									
416.6539761	0.07701									
414.7256814	0.07583									
412.7967317	0.07691									
410.8677478	0.07906									
408.9387969	0.08139									
407.0098658	0.08533									
405.0809137	0.08941									
403.1519549	0.09197									
401.2229919	0.09399									
399.2936974	0.09517									
397.3647406	0.09608									
395.4358009	0.09602									
393.5068381	0.09541									
391.5778803	0.09399									
389.6489446	0.09187									
387.7199627	0.08981									
385.7910234	0.08816									
383.8616575	0.08631									
381.932704	0.08607									
380.0037613	0.08570									
378.0747925	0.08146									
376.1458531	0.07788									
374.2168903	0.07559									
372.2879428	0.07519									
370.3589853	0.07398									
368.4306648	0.07344									
366.501714	0.07364									
364.5727588	0.07472									
362.643801	0.07586									
360.7148488	0.07650									
358.7858786	0.07606									
356.8569383	0.07448									
354.9279798	0.07333									
352.9987028	0.07205									
351.0697393	0.07081									
349.1407628	0.07060									
347.2118179	0.07111									
345.2828714	0.07239									
343.3539112	0.07610									
341.4249569	0.08004									
339.4960121	0.08179									
337.5666783	0.08243									
335.6377212	0.08240									
333.7087668	0.08233									
331.7798186	0.08163									
329.850856	0.08075									
327.9219005	0.08065									
325.9929501	0.07947									
324.0639906	0.07694									
322.1356823	0.07573									
320.2067357	0.07478									
318.277776	0.07307									
316.3488184	0.07148									
314.4198575	0.06949									
312.4909085	0.06700									
310.5619382	0.06461									
308.632983	0.06504									
306.7036932	0.06521									
304.7747692	0.06579									
302.8458149	0.06909									
300.9168364	0.07438									
298.9878871	0.07923									
297.0589412	0.08446									
295.1299689	0.08934									
293.201023	0.09227									
291.2727009	0.09295									
289.3437643	0.09470									
287.4148041	0.09676									
285.4858318	0.09703									
283.5568797	0.09544									
281.6279209	0.09349									
279.6989678	0.09150									
277.7700079	0.08985									
275.8406789	0.09025									
273.9117118	0.08890									
271.982762	0.08749									
270.0537966	0.08732									
268.124844	0.08584									
266.1958974	0.08402									
264.2669326	0.08287									
262.3379712	0.08098									
260.4086645	0.08018									
258.4797113	0.08055									
256.5507541	0.08082									
254.6218124	0.08139									
252.6928594	0.08415									
250.7639084	0.08705									
248.8349362	0.08917									
246.9059963	0.09403									
244.9776999	0.10191									
243.0487333	0.10869									
241.1197757	0.11337									
239.1908175	0.11627									
237.2618727	0.11978									
235.3329227	0.12227									
233.4039684	0.12210									
231.474998	0.12153									
229.5456887	0.12052									
227.6167286	0.11664									
225.6877733	0.11391									
223.7588238	0.11411									
221.8298594	0.11307									
219.9009043	0.11108									
217.9719627	0.10916									
216.0429941	0.10704									
214.1136938	0.10603									
212.1847428	0.10532									
210.2557764	0.10269									
208.3268275	0.10080									
206.397876	0.10060									
204.4689218	0.09790									
202.5399687	0.09487									
200.611009	0.09632									
198.6826979	0.09659									
196.7537404	0.09578									
194.8247873	0.09460									
192.8958243	0.09443									
190.9668662	0.09430									
189.0379144	0.09403									
187.1089633	0.09396									
185.1800036	0.09511									
183.2506656	0.09487									
181.3217131	0.09227									
179.3927591	0.08944									
177.4638072	0.08941									
175.5348573	0.08806									
173.6058969	0.08638									
171.6769438	0.08409									
169.747983	0.08112									
167.8186776	0.08206									
165.8897222	0.08355									
163.9607675	0.08473									
162.0318168	0.08735									
160.1028603	0.08938									
158.1739038	0.08749									
156.2449513	0.08742									
154.316001	0.08746									
152.3877027	0.08651									
150.4587442	0.08402									
148.5297905	0.08479									
146.6008253	0.08773									
144.6718801	0.09052									
142.7429179	0.09403									
140.8139605	0.09487									
138.885004	0.09915									
136.9556852	0.10296									
135.0267306	0.10299									
133.0977751	0.10225									
131.168829	0.10340									
129.239869	0.10447									
127.3109175	0.10266									
125.3819542	0.10181									
123.4529997	0.10235									
121.5236785	0.10296									
119.5947222	0.10609									
117.6657732	0.10697									
115.7368145	0.10572									
113.8078604	0.10623									
111.878905	0.10953									
109.9499541	0.11101									
108.0209988	0.10747									
106.0926798	0.10559									
104.1637284	0.10680									
102.2347713	0.10771									
100.3058184	0.10788									
98.3768605	0.11081									
96.44791027	0.11307									
94.51895006	0.11374									
92.58999493	0.11344									
90.66068886	0.11260									
88.73173513	0.11277									
86.80278269	0.11330									
84.87382869	0.10710									
82.94487484	0.11536									
81.01591363	0.12240									
79.08696315	0.11856									
77.15799929	0.11873									
75.22968563	0.12190									
73.30072966	0.12746									
71.3717697	0.13278									
69.44281929	0.14114									
67.51386667	0.13427									
65.58490487	0.12790									
63.65595231	0.13029									
61.72700049	0.13642									
59.79768649	0.13383									
57.86873277	0.13073									
55.93977792	0.14215									
54.01081912	0.09639									
52.08186853	0.05022									
50.15291373	0.04856									
48.22395746	0.10019									
46.29500175	0.13380									
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
