Wavenumber	Reflectance
6371.337747	0.353780
6369.409307	0.354425
6367.480006	0.355051
6365.551064	0.355665
6363.622074	0.356299
6361.693445	0.356948
6359.764366	0.357595
6357.835244	0.358229
6355.906484	0.358854
6353.977278	0.359499
6352.048437	0.360154
6350.11996	0.360805
6348.190236	0.361430
6346.261684	0.362053
6344.332693	0.362690
6342.404071	0.363337
6340.475414	0.363995
6338.546323	0.364632
6336.617201	0.365273
6334.68845	0.365942
6332.759269	0.366606
6330.830461	0.367254
6328.901225	0.367910
6326.972764	0.368581
6325.043478	0.369247
6323.114569	0.369904
6321.185237	0.370567
6319.256684	0.371217
6317.327311	0.371879
6315.399116	0.372571
6313.469706	0.373233
6311.541076	0.373894
6309.611235	0.374577
6307.682574	0.375249
6305.753502	0.375912
6303.824814	0.376566
6301.89532	0.377230
6299.96661	0.377914
6298.037494	0.378602
6296.108766	0.379275
6294.18003	0.379922
6292.251288	0.380601
6290.32254	0.381296
6288.393393	0.381972
6286.464638	0.382644
6284.535486	0.383320
6282.606729	0.384001
6280.677577	0.384677
6278.748821	0.385340
6276.819674	0.386010
6274.89053	0.386695
6272.961785	0.387361
6271.032652	0.388029
6269.104312	0.388720
6267.174801	0.389415
6265.246085	0.390114
6263.315809	0.390795
6261.387507	0.391473
6259.457649	0.392179
6257.529372	0.392885
6255.600326	0.393578
6253.671296	0.394272
6251.741892	0.394955
6249.813677	0.395642
6247.885091	0.396346
6245.956524	0.397053
6244.027588	0.397753
6242.098673	0.398462
6240.169393	0.399174
6238.240916	0.399865
6236.311686	0.400557
6234.382871	0.401266
6232.452918	0.401968
6230.524548	0.402652
6228.595432	0.403332
6226.666346	0.404019
6224.737293	0.404718
6222.80866	0.405416
6220.879286	0.406140
6218.950336	0.406891
6217.022581	0.407594
6215.094089	0.408280
6213.164864	0.408985
6211.235678	0.409698
6209.306533	0.410424
6207.378201	0.411133
6205.448756	0.411833
6203.519741	0.412545
6201.590385	0.413261
6199.661846	0.413973
6197.732584	0.414691
6195.803756	0.415416
6193.874209	0.416141
6191.945864	0.416852
6190.016803	0.417556
6188.088178	0.418265
6186.158075	0.418962
6184.229559	0.419676
6182.300334	0.420428
6180.371548	0.421166
6178.442438	0.421882
6176.513769	0.422579
6174.584779	0.423279
6172.655851	0.424006
6170.727746	0.424736
6168.798943	0.425459
6166.869824	0.426184
6164.940771	0.426910
6163.011785	0.427634
6161.083247	0.428366
6159.154018	0.429075
6157.225239	0.429794
6155.295773	0.430542
6153.366759	0.431267
6151.43744	0.431978
6149.508574	0.432714
6147.579784	0.433449
6145.650692	0.434178
6143.721679	0.434920
6141.792744	0.435660
6139.863512	0.436383
6137.934738	0.437110
6136.00567	0.437843
6134.076685	0.438570
6132.147409	0.439299
6130.21897	0.440035
6128.28949	0.440763
6126.360849	0.441487
6124.432296	0.442214
6122.503457	0.442949
6120.574335	0.443674
6118.645679	0.444412
6116.716368	0.445139
6114.787525	0.445837
6112.858777	0.446575
6110.929379	0.447342
6108.999705	0.448076
6107.071623	0.448835
6105.142148	0.449594
6103.213519	0.450316
6101.284247	0.451022
6099.355451	0.451775
6097.426386	0.452529
6095.497798	0.453251
6093.568574	0.453988
6091.639456	0.454734
6089.710448	0.455473
6087.781919	0.456203
6085.852389	0.456931
6083.924082	0.457678
6081.994408	0.458433
6080.065957	0.459180
6078.13725	0.459917
6076.20829	0.460643
6074.279079	0.461358
6072.350723	0.462073
6070.42138	0.462803
6068.492895	0.463533
6066.563426	0.464282
6064.634448	0.465048
6062.705594	0.465805
6060.776864	0.466533
6058.847893	0.467256
6056.919049	0.467997
6054.989599	0.468725
6053.061012	0.469456
6051.131822	0.470214
6049.203129	0.470951
6047.273472	0.471685
6045.34468	0.472411
6043.415291	0.473127
6041.486769	0.473874
6039.557653	0.474627
6037.62904	0.475359
6035.699837	0.476086
6033.770774	0.476817
6031.842216	0.477551
6029.913799	0.478292
6027.984436	0.479025
6026.05558	0.479724
6024.126506	0.480432
6022.197942	0.481188
6020.2688	0.481943
6018.339807	0.482672
6016.41024	0.483406
6014.481548	0.484162
6012.551924	0.484897
6010.623898	0.485614
6008.694581	0.486341
6006.765781	0.487078
6004.836415	0.487807
6002.907929	0.488545
6000.97924	0.489288
5999.04999	0.490010
5997.120902	0.490725
5995.192335	0.491470
5993.263213	0.492208
5991.334254	0.492923
5989.405102	0.493638
5987.476474	0.494373
5985.547297	0.495124
5983.618647	0.495866
